Date,Open,High,Low,Close,Adj Close,Volume
2022-12-02,1050.000000,1053.900024,1031.000000,1048.400024,1043.252441,1040471
2022-12-05,1050.000000,1053.500000,1010.450012,1017.799988,1012.802673,2896073
2022-12-06,1017.000000,1046.400024,1008.099976,1040.949951,1035.838989,1970222
2022-12-07,1041.000000,1047.150024,1019.250000,1025.250000,1020.216064,1319008
2022-12-08,1030.400024,1036.449951,1021.400024,1025.949951,1020.912598,988773
2022-12-09,1034.550049,1041.250000,1023.000000,1036.150024,1031.062622,1253296
2022-12-12,1035.000000,1045.699951,1031.800049,1037.800049,1032.704468,903199
2022-12-13,1043.199951,1047.750000,1032.000000,1036.800049,1031.709473,1040540
2022-12-14,1046.000000,1048.750000,1027.050049,1028.750000,1023.698914,747736
2022-12-15,1028.000000,1052.400024,1024.900024,1039.050049,1033.948364,1711006
2022-12-16,1032.000000,1051.599976,1023.450012,1039.849976,1034.744385,1308612
2022-12-19,1040.000000,1059.400024,1033.900024,1056.099976,1050.914551,1806966
2022-12-20,1054.300049,1071.849976,1046.500000,1056.000000,1050.815063,1747561
2022-12-21,1052.050049,1063.400024,1029.199951,1033.349976,1028.276245,1417265
2022-12-22,1033.300049,1046.400024,1021.400024,1039.099976,1033.998047,1373045
2022-12-23,1027.000000,1033.599976,1006.000000,1010.500000,1005.538513,931666
2022-12-26,1005.500000,1023.150024,997.900024,1015.549988,1010.563721,1043410
2022-12-27,1020.650024,1049.000000,1018.150024,1044.050049,1038.923828,1356572
2022-12-28,1044.949951,1085.400024,1040.300049,1082.699951,1077.383911,2613737
2022-12-29,1077.900024,1135.500000,1071.699951,1101.000000,1095.594116,2629509
2022-12-30,1103.000000,1105.449951,1082.050049,1085.400024,1080.070801,1035831
2023-01-02,1085.000000,1092.800049,1060.000000,1073.050049,1067.781494,913740
2023-01-03,1075.000000,1077.800049,1034.699951,1041.550049,1036.436157,2199825
2023-01-04,1046.800049,1050.500000,1018.000000,1025.050049,1020.017151,1391583
2023-01-05,1029.949951,1031.949951,1014.000000,1030.199951,1025.141724,987083
2023-01-06,1032.000000,1038.949951,1018.549988,1024.500000,1019.469788,873454
2023-01-09,1029.599976,1035.849976,1017.549988,1021.099976,1016.086426,1045256
2023-01-10,1026.250000,1030.650024,1010.000000,1016.299988,1011.309998,1107876
2023-01-11,1022.000000,1026.900024,1011.000000,1014.650024,1009.668152,1194680
2023-01-12,1019.750000,1021.200012,1001.299988,1005.549988,1000.612793,834703
2023-01-13,1010.849976,1010.849976,988.500000,1002.150024,997.229553,1944766
2023-01-16,1002.150024,1009.400024,979.299988,988.700012,983.845581,1237660
2023-01-17,989.049988,1009.000000,977.549988,986.650024,981.805664,3049007
2023-01-18,991.000000,1007.950012,990.799988,1002.049988,997.130005,2202723
2023-01-19,994.150024,1020.750000,994.150024,1014.049988,1009.071045,1285537
2023-01-20,1005.000000,1014.299988,967.549988,969.900024,965.137878,1697151
2023-01-23,968.549988,985.000000,968.549988,981.700012,976.879944,948214
2023-01-24,984.000000,992.900024,970.900024,983.849976,979.019348,1062016
2023-01-25,995.000000,1043.650024,992.000000,1037.900024,1032.803955,5461484
2023-01-27,1040.000000,1074.900024,1032.750000,1050.800049,1045.640747,3629172
2023-01-30,1051.000000,1056.949951,1018.500000,1033.699951,1028.624512,1451127
2023-01-31,1037.650024,1043.900024,1020.000000,1036.750000,1031.659668,1311390
2023-02-01,1042.000000,1057.949951,1000.000000,1018.349976,1013.349976,1354579
2023-02-02,1018.349976,1022.000000,990.049988,1002.049988,1002.049988,1224788
2023-02-03,1005.299988,1039.800049,999.599976,1035.599976,1035.599976,1252136
2023-02-06,1035.599976,1064.500000,1026.199951,1057.150024,1057.150024,2089402
2023-02-07,1051.050049,1077.199951,1040.000000,1050.650024,1050.650024,1669515
2023-02-08,1045.000000,1055.650024,1037.699951,1039.550049,1039.550049,582218
2023-02-09,1039.550049,1054.699951,1030.599976,1049.800049,1049.800049,539534
2023-02-10,1045.000000,1087.000000,1045.000000,1075.349976,1075.349976,1989509
2023-02-13,1077.949951,1085.699951,1064.699951,1069.150024,1069.150024,710879
2023-02-14,1071.050049,1088.099976,1055.000000,1078.349976,1078.349976,1083378
2023-02-15,1084.449951,1123.000000,1084.000000,1106.500000,1106.500000,3016998
2023-02-16,1110.449951,1133.000000,1110.000000,1123.900024,1123.900024,2188324
2023-02-17,1119.900024,1119.900024,1092.099976,1103.849976,1103.849976,1382070
2023-02-20,1104.949951,1136.000000,1104.550049,1130.699951,1130.699951,1635712
2023-02-21,1134.000000,1138.949951,1114.500000,1125.800049,1125.800049,1622529
2023-02-22,1120.000000,1126.900024,1108.050049,1114.300049,1114.300049,746146
2023-02-23,1119.900024,1125.849976,1109.900024,1117.300049,1117.300049,871201
2023-02-24,1121.000000,1127.500000,1103.000000,1105.300049,1105.300049,979359
2023-02-27,1098.000000,1101.000000,1058.900024,1085.199951,1085.199951,1555124
2023-02-28,1090.650024,1093.349976,1072.699951,1080.300049,1080.300049,1418799
2023-03-01,1084.000000,1085.199951,1060.000000,1062.949951,1062.949951,1907551
2023-03-02,1060.199951,1072.900024,1050.050049,1066.849976,1066.849976,1068509
2023-03-03,1072.500000,1079.000000,1064.000000,1070.349976,1070.349976,847485
2023-03-06,1074.900024,1102.000000,1072.000000,1098.500000,1098.500000,950986
2023-03-08,1099.000000,1113.000000,1087.150024,1109.800049,1109.800049,1206161
2023-03-09,1108.000000,1110.900024,1083.449951,1086.550049,1086.550049,906722
2023-03-10,1086.550049,1087.849976,1068.150024,1072.199951,1072.199951,1066823
2023-03-13,1067.000000,1076.400024,1046.000000,1048.699951,1048.699951,972966
2023-03-14,1051.900024,1057.400024,1037.150024,1046.000000,1046.000000,1076802
2023-03-15,1047.099976,1057.349976,1030.349976,1032.750000,1032.750000,590578
2023-03-16,1034.949951,1057.750000,1026.449951,1053.599976,1053.599976,747118
2023-03-17,1060.000000,1065.050049,1040.650024,1046.849976,1046.849976,1797251
2023-03-20,1005.000000,1046.849976,1005.000000,1041.750000,1041.750000,816115
2023-03-21,1043.150024,1057.750000,1043.150024,1054.050049,1054.050049,972168
2023-03-22,1058.449951,1076.199951,1051.050049,1054.800049,1054.800049,658312
2023-03-23,1057.000000,1073.199951,1042.849976,1047.500000,1047.500000,1063113
2023-03-24,1048.949951,1063.849976,1040.349976,1042.000000,1042.000000,753161
2023-03-27,1042.300049,1055.900024,1030.000000,1046.650024,1046.650024,521344
2023-03-28,1042.500000,1050.000000,1029.199951,1034.300049,1034.300049,435620
2023-03-29,1030.000000,1081.500000,1030.000000,1079.199951,1079.199951,977216
