Date,Open,High,Low,Close,Adj Close,Volume
2022-11-24,720.200012,723.400024,711.400024,719.099976,716.009583,641142
2022-11-25,719.099976,722.650024,708.049988,719.750000,716.656799,851624
2022-11-28,719.750000,734.900024,715.150024,733.650024,730.497070,1247826
2022-11-29,744.000000,759.349976,740.000000,751.450012,748.220581,3703760
2022-11-30,752.349976,769.000000,747.500000,766.099976,762.807556,1964647
2022-12-01,767.549988,773.849976,762.200012,770.299988,766.989563,794733
2022-12-02,769.950012,779.000000,762.400024,776.000000,772.665039,956797
2022-12-05,778.000000,778.000000,761.349976,770.099976,766.790405,734449
2022-12-06,765.000000,769.599976,762.000000,767.650024,764.350952,370587
2022-12-07,769.000000,773.000000,765.549988,769.900024,766.591309,274616
2022-12-08,772.250000,773.599976,753.000000,754.849976,751.605896,527266
2022-12-09,755.000000,760.799988,746.599976,751.500000,748.270325,526842
2022-12-12,747.599976,756.900024,745.849976,752.000000,748.768188,594255
2022-12-13,755.000000,755.000000,737.000000,743.900024,740.703003,744159
2022-12-14,744.000000,761.500000,743.099976,758.750000,755.489197,668745
2022-12-15,758.750000,763.599976,746.799988,750.849976,747.623108,306953
2022-12-16,747.700012,755.750000,726.900024,729.299988,726.165710,899068
2022-12-19,726.000000,732.049988,724.150024,728.599976,725.468750,393415
2022-12-20,726.950012,730.000000,718.000000,725.950012,722.830139,386644
2022-12-21,727.500000,757.799988,722.099976,751.349976,748.120972,1647711
2022-12-22,755.000000,771.000000,748.849976,766.299988,763.006714,2196207
2022-12-23,770.000000,788.900024,752.049988,756.750000,753.497803,4165329
2022-12-26,760.549988,767.250000,736.049988,742.200012,739.010315,1798553
2022-12-27,740.000000,751.950012,740.000000,741.700012,738.512451,712581
2022-12-28,742.849976,747.549988,725.549988,732.900024,729.750305,1310549
2022-12-29,732.849976,740.000000,725.200012,736.150024,732.986328,1528692
2022-12-30,745.000000,745.000000,731.200012,733.700012,730.546875,589367
2023-01-02,734.900024,736.099976,722.549988,732.849976,729.700439,518472
2023-01-03,732.000000,740.049988,728.299988,737.950012,734.778564,631593
2023-01-04,737.950012,741.799988,730.000000,734.599976,731.442932,704874
2023-01-05,735.599976,744.900024,732.000000,742.849976,739.657471,618678
2023-01-06,742.099976,746.950012,733.799988,738.099976,734.927917,608556
2023-01-09,741.799988,757.299988,741.000000,749.849976,746.627380,1247543
2023-01-10,752.950012,764.599976,750.000000,758.849976,755.588745,1424939
2023-01-11,759.000000,759.000000,747.200012,754.049988,750.809387,911085
2023-01-12,753.500000,757.950012,747.799988,754.349976,751.108093,560241
2023-01-13,757.000000,758.799988,749.150024,755.750000,752.502075,434291
2023-01-16,751.799988,760.000000,747.150024,756.950012,753.696960,443945
2023-01-17,756.950012,758.700012,749.000000,753.250000,750.012817,463650
2023-01-18,755.900024,770.000000,752.400024,767.150024,763.853088,961394
2023-01-19,767.250000,767.250000,758.500000,759.599976,756.335510,283476
2023-01-20,759.599976,762.750000,751.299988,755.049988,751.805054,409353
2023-01-23,756.000000,769.000000,751.500000,765.549988,762.259949,578775
2023-01-24,766.000000,766.000000,750.000000,752.049988,748.817993,325246
2023-01-25,754.000000,754.000000,740.000000,747.200012,743.988831,677388
2023-01-27,745.000000,753.000000,738.250000,742.099976,738.910706,437112
2023-01-30,737.700012,749.799988,730.549988,734.700012,731.542542,631438
2023-01-31,738.450012,749.349976,727.299988,737.299988,734.131348,1093687
2023-02-01,740.000000,750.500000,728.150024,737.400024,734.230957,355127
2023-02-02,735.000000,743.900024,730.500000,742.000000,738.811157,517666
2023-02-03,742.099976,747.299988,733.049988,739.400024,736.222351,383860
2023-02-06,738.950012,753.700012,733.250000,745.150024,741.947632,549673
2023-02-07,742.400024,753.700012,740.650024,751.349976,748.120972,540725
2023-02-08,751.000000,778.500000,742.000000,775.299988,771.968018,1479970
2023-02-09,767.549988,785.750000,766.549988,774.349976,771.022095,1334519
2023-02-10,744.000000,750.000000,726.049988,737.150024,733.982056,3057253
2023-02-13,720.000000,720.000000,671.650024,675.150024,672.248474,4985583
2023-02-14,678.000000,678.299988,657.099976,663.000000,660.150696,1916906
2023-02-15,662.900024,670.549988,656.849976,669.099976,666.224426,820913
2023-02-16,670.049988,686.849976,669.000000,681.750000,678.820129,963547
2023-02-17,680.000000,687.450012,668.049988,670.200012,667.319763,821339
2023-02-20,670.200012,675.000000,658.549988,667.099976,664.233032,577221
2023-02-21,666.950012,674.049988,662.250000,670.450012,667.568665,464576
2023-02-22,670.900024,676.700012,660.650024,664.000000,661.146362,685172
2023-02-23,666.950012,667.349976,657.000000,658.349976,655.520630,555300
2023-02-24,662.049988,665.500000,651.099976,659.349976,656.516357,486352
2023-02-27,655.150024,660.750000,645.299988,654.599976,651.786743,1267994
2023-02-28,653.049988,665.250000,650.400024,659.250000,656.416809,1559108
2023-03-01,653.200012,662.500000,651.299988,661.400024,658.557556,721794
2023-03-02,661.400024,666.549988,657.000000,659.750000,656.914673,408541
2023-03-03,663.049988,666.900024,659.000000,662.849976,660.001282,289883
2023-03-06,664.950012,669.500000,661.200012,662.450012,659.603027,329659
2023-03-08,663.000000,666.599976,657.049988,664.250000,661.395325,256788
